season,episode,code,title,violence,sex,language,overall,age,verdict,example_1
2,8,0208,"8. I Am Peter, Hear Me Roar",2,4,3,4,14,Skip for under 14,"Sex & hookups — If you buy it, hot women will have sex in your back yard."
2,9,0209,9. If I'm Dyin' I'm Lyin',3,2,4,4,14,Skip for under 14,"Sex & hookups — ""It seems today that all you see ""is violence in movies and sex on TV ""But where are those good, old-fashioned values ""on which we used to rely?"
2,10,0210,Running Mates,2,4,2,4,14,Skip for under 14,"Sex & hookups — |""It seems today that all you see ""is violence in movies and sex on TV ""But where are those good,|old-fashioned values ""on which we used to rely?"
2,11,0211,"A Picture Is Worth 1,000 Bucks",3,3,2,3,14,Preview first — about 14+,"Sex & hookups — All right, you're sleeping with which producer?"
2,12,0212,Fifteen Minutes of Shame,3,4,2,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
2,13,0213,Road to Rhode Island,3,2,2,3,14,Preview first — about 14+,"Sex & hookups — Yes, and I bet you lost your virginity to a mechanical bull."
2,14,0214,Let's Go to the Hop,2,2,2,2,14,Mild — okay from about 14+,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
2,15,0215,Dammit Janet,2,2,2,2,14,Mild — okay from about 14+,"Sex & hookups — Oh, yeah, if you like runnin' through a gauntlet of drunk, horny businessmen."
2,16,0216,There's Something About Paulie,3,4,2,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
2,17,0217,He's Too Sexy for His Fat,1,3,3,3,14,Preview first — about 14+,"Sex & hookups — It's too bad you can't have some - it's practically orgasmic! Oh, yes! Yes! Oh! Oh! - Yes! Yes! - I'll have what he's having."
2,18,0218,E. Peterbus Unum,2,4,2,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
2,19,0219,The Story on Page One,1,2,3,3,14,Preview first — about 14+,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
2,20,0220,Wasted Talent,2,2,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
2,21,0221,"Fore, Father",2,2,2,2,14,Mild — okay from about 14+,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
3,1,0301,1. The Thin White Line (1),2,2,2,2,14,Mild — okay from about 14+,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,2,0302,2. Brian Does Hollywood (2),1,3,4,4,14,Skip for under 14,Sex & hookups — |- Last night I had sex with a black chick.
3,3,0303,3. Mr. Griffin Goes to Washington,3,4,3,4,14,Skip for under 14,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,4,0304,"4. One If By Clam, Two If By Sea",2,2,2,2,14,Mild — okay from about 14+,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,5,0305,5. And the Wiener is...,3,4,2,4,14,Skip for under 14,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,6,0306,6. Death Lives,3,2,4,4,14,Skip for under 14,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,7,0307,7. Lethal Weapons,3,3,4,4,14,Skip for under 14,"Sex & hookups — You're in my seat,|and I had sex with your mother last night."
3,8,0308,8. The Kiss Seen Around the World,3,2,2,3,14,Preview first — about 14+,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,9,0309,9. Mr. Saturday Knight,3,2,3,3,14,Preview first — about 14+,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,10,0310,Fish Out of Water,3,3,2,3,14,Preview first — about 14+,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,11,0311,Emission Impossible,1,4,2,4,14,Skip for under 14,"Sex & hookups — I found my baby book! Hey, here's the broken condom|that led to my birth."
3,12,0312,To Live and Die in Dixie,3,3,4,4,14,Skip for under 14,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,13,0313,Screwed the Pooch,1,3,2,3,14,Preview first — about 14+,Sex & hookups — But first I want you to testify|against that horny mutt of yours.
3,14,0314,"Peter Griffin: Husband, Father...Brother?",2,3,3,3,14,Preview first — about 14+,"Sex & hookups — I gotta tell Bonnie|I'm sleeping with a black man! Oh, my God! Update! Exclam!|Scott Martin just asked me out again! Oh, my God."
3,15,0315,"Ready, Willing, and Disabled",1,2,3,3,14,Preview first — about 14+,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,16,0316,A Very Special Family Guy Freakin' Christmas,1,2,2,2,14,Mild — okay from about 14+,Sex & hookups — I am the Virgin Mary.
3,17,0317,Brian Wallows and Peter's Swallows,1,4,3,4,14,Skip for under 14,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,18,0318,From Method to Madness,1,2,3,3,14,Preview first — about 14+,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,19,0319,"Stuck Together, Torn Apart",2,2,4,4,14,Skip for under 14,"Sex & hookups — ""It seems today that all you see ""Is violence in movies and sex on TV ""But where are those|good old-fashioned values ""On which we used to rely?"
3,20,0320,Road to Europe,2,1,4,4,14,Skip for under 14,"Nudity & bodies — (drilling) - We can go to KISS-Stock!|- (pained yell) ("" theme music) - (Peter) Yo, Lois!|- What? I'm packing and can't find|my favourite underwear."
3,21,0321,Family Guy Viewer Mail (1),3,3,2,3,14,Preview first — about 14+,Sex & hookups — |Will you sleep with me? I'll have to pass.
3,22,0322,When You Wish Upon a Weinstein,1,2,2,2,14,Mild — okay from about 14+,Sex & hookups — Enough foreplay.
4,1,0401,1. North by North Quahog,1,4,2,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
4,2,0402,2. Fast Times at Buddy Cianci Jr. High,3,3,4,4,14,Skip for under 14,"Sex & hookups — So, I brought you a condom."
4,3,0403,3. Blind Ambition,1,4,2,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
4,4,0404,4. Don't Make Me Over,1,3,2,3,14,Preview first — about 14+,"Sex & hookups — Give me ""Sperm Dumpster."
4,5,0405,5. The Cleveland-Loretta Quagmire,1,4,3,4,14,Skip for under 14,"Sex & hookups — Peter, he's the one we saw sleeping with Loretta!"
4,6,0406,6. Petarded,2,4,2,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
4,7,0407,7. Brian the Bachelor,1,3,3,3,14,Preview first — about 14+,"Sex & hookups — Glenn, will you accept this rose? Really? After I drugged you and tried to have sex with your unconscious body? - What? - Yes."
4,8,0408,8. 8 Simple Rules for Buying My Teenage Daughter,2,2,3,3,14,Preview first — about 14+,Sex & hookups — Why don't you give me some condoms? And some Excedrin.
4,9,0409,9. Breaking Out Is Hard to Do,1,3,2,3,14,Preview first — about 14+,Sex & hookups — So I finally tried Viagra and- We got a joker in the audience there.
4,10,0410,Model Misbehavior,3,3,3,3,14,Preview first — about 14+,"Sex & hookups — Sorry, you have to sleep with Rob Schneider tonight."
4,11,0411,Peter's Got Woods,2,3,4,4,14,Skip for under 14,"Sex & hookups — Some flowery, 300-page, menopausaI masturbatory aid."
4,12,0412,Perfect Castaway,1,2,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
4,13,0413,Jungle Love,3,4,4,4,14,Skip for under 14,"Sex & hookups — Don't you mean a condom? Meg, hefty, hefty, hefty."
4,14,0414,Ptv,3,4,4,4,14,Skip for under 14,"Sex & hookups — John Boy? - Can't a guy masturbate? Peter, look at these numbers."
4,15,0415,Brian Goes Back to College,2,4,3,4,14,Skip for under 14,"Sex & hookups — If this is Mom, send money because we're college students and we need money for books and highlighters and ramen noodles and condoms for sexual relations with our classmates."
4,16,0416,The Courtship of Stewie's Father,1,4,3,4,14,Skip for under 14,Sex & hookups — Big women are sexy.
4,17,0417,The Fat Guy Strangler,3,4,4,4,14,Skip for under 14,Sex & hookups — It's great to eat with my family instead of a bunch of chronic masturbators.
4,18,0418,"The Father, The Son and the Holy Fonz",2,4,4,4,14,Skip for under 14,Sex & hookups — I haven't been this disappointed since I lost my virginity.
4,19,0419,Brian Sings and Swings,1,3,2,3,14,Preview first — about 14+,Sex & hookups — How come I rich and you not? How come you not sell real estate like I do? How come I sleep with your wife while you at work then pee in your toilet and don't flush?
4,20,0420,Patriot Games,2,2,4,4,14,Skip for under 14,"Porn / strippers / sex work — Besides, Sunday's my Internet porn night."
4,21,0421,"I Take Thee, Quagmire",3,4,2,4,14,Skip for under 14,"Nudity & bodies — Ow, damn, that hurts! What happened? I was breast-feeding Stewie and he bit me again."
4,22,0422,Sibling Rivalry,3,4,2,4,14,Skip for under 14,"Sex & hookups — …Then you snip the fibrous tissue - Then you snip the fibrous tissue Hey, but, you'll never have to wear a condom When you do it with your wife Or anyone else you do it with We promise not to tell Like that new hot…"
4,23,0423,Deep Throats,3,3,3,3,14,Preview first — about 14+,Sex & hookups — He wants to have sex with me so bad.
4,24,0424,Peterotica,3,3,4,4,14,Skip for under 14,"Sex & hookups — Dawson, I'm just not ready to give up my virginity."
4,25,0425,You May Kiss The...Uh...Guy Who Receives,2,2,3,3,14,Preview first — about 14+,Sex & hookups — It's not like we're gonna have a gay sex orgy in the living room.
4,26,0426,Petergeist,3,4,4,4,14,Skip for under 14,Sex & hookups — We're playing sex.
4,27,0427,Untitled Griffin Family History,3,2,3,3,14,Preview first — about 14+,"Sex & hookups — As a poet might say, she was the kind of woman you just want to have sex with over and over."
5,1,0501,1. Stewie Loves Lois,1,2,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
5,2,0502,2. Mother Tucker,3,4,3,4,14,Skip for under 14,Sex & hookups — We now return to the Sunday afternoon movie: Masturbator and Commander.
5,3,0503,3. Hell Comes to Quahog,2,1,4,4,14,Skip for under 14,Sex & hookups — And we're gonna keep on drinking until we each uncover repressed memories of sexual abuse by a trusted religious official.
5,4,0504,4. Saving Private Brian,3,4,4,4,14,Skip for under 14,"Sex & hookups — You know, it's really hard to masturbate with you guys talking."
5,5,0505,5. Whistle While Your Wife Works,1,4,4,4,14,Skip for under 14,Sex & hookups — I think it would be so hot for you and me to have sex in my office.
5,6,0506,6. Prick Up Your Ears,1,5,3,5,16,Heavy — skip for under 16,"Sex & hookups — Now, you've probably heard all those rumors that condoms make sex less pleasurable."
5,7,0507,7. Chick Cancer,3,4,4,4,14,Skip for under 14,Sex & hookups — You're the underachiever every woman wants to sleep with.
5,8,0508,8. Barely Legal,3,4,3,4,14,Skip for under 14,Sex & hookups — Masturbate? That's it.
5,9,0509,9. Road to Rupert,3,3,4,4,14,Skip for under 14,"Sex & hookups — What? Why? We got reckless driving, disturbing the peace, plus the driver of one of those other cars was a virgin whose hymen was busted by the airbag, so rape."
5,10,0510,Peter's Two Dads,2,1,4,4,14,Skip for under 14,"Sex & hookups — So he says to the grasshopper: ""Hey, you know there's a drink named after you?"" The grasshopper says: ""You mean there's a drink named Irving?"" So which one of you wants to lose your virginity?"
5,11,0511,The Tan Aquatic with Steve Zissou,2,2,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
5,12,0512,Airport '07,3,4,4,4,14,Skip for under 14,Sex & hookups — I could have sex with you or I could just stand over there and drink from the lake.
5,13,0513,Bill and Peter's Bogus Adventure,1,4,3,4,14,Skip for under 14,"Sex & hookups — Well the way I figure it, the only way to even things out between us is if you have sex with someone else, too."
5,14,0514,No Meals on Wheels,1,3,2,3,14,Preview first — about 14+,"Sex & hookups — Peter, you've been sleeping with that money for the past week."
5,15,0515,Boys Do Cry,3,4,2,4,14,Skip for under 14,Nudity & bodies — Explicit body / sex-act language appears in dialogue.
5,16,0516,No Chris Left Behind,2,2,2,2,14,Mild — okay from about 14+,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
5,17,0517,"It Takes a Village Idiot, and I Married One",2,4,4,4,14,Skip for under 14,"Sex & hookups — My God, if I tried to masturbate right now, you know what'd come out? A little flag with the word ""bang"" on it."
5,18,0518,Meet the Quagmires,3,3,4,4,14,Skip for under 14,"Sex & hookups — What are you doing here? Oh, I like to hook up with random bar guys."
6,1,0601,1. Blue Harvest,3,4,3,4,14,Skip for under 14,"Sex & hookups — Droids! - Look! A penny! Hey, thanks for the sex, early '90s printer."
6,2,0602,2. Movin' Out,2,4,4,4,14,Skip for under 14,"Sex & hookups — "" And then he meets a whore and pays her a bunch of money to stay with him, uh, and have sex with him while he murders himself slowly."
6,3,0603,"3. Believe It or Not, Joe's Walking on Air",2,1,4,4,14,Skip for under 14,Sex & hookups — And we're gonna keep on drinking until we each uncover repressed memories of sexual abuse by a trusted religious official.
6,4,0604,4. Stewie Kills Lois (1),3,4,4,4,14,Skip for under 14,"Sex & hookups — You know, it's really hard to masturbate with you guys talking."
6,5,0605,5. Lois Kills Stewie (2),1,4,4,4,14,Skip for under 14,Sex & hookups — I think it would be so hot for you and me to have sex in my office.
6,6,0606,6. Padre de Familia,1,5,3,5,16,Heavy — skip for under 16,"Sex & hookups — Now, you've probably heard all those rumors that condoms make sex less pleasurable."
6,7,0607,7. Peter's Daughter,3,4,4,4,14,Skip for under 14,Sex & hookups — You're the underachiever every woman wants to sleep with.
6,8,0608,8. McStroke,2,4,2,4,14,Skip for under 14,"Sex & hookups — be, I'm gonna make you somehash browns for breakfast, and then, later, I'm gonna takeyou down to the whoreh to lose your virginity."
6,9,0609,9. Back to the Woods,2,1,3,3,14,Preview first — about 14+,"Porn / strippers / sex work — "" ""The hooker took it."
6,10,0610,"Play it Again, Brian",2,1,4,4,14,Skip for under 14,"Sex & hookups — So he says to the grasshopper : ""Hey, you know there's a drink named after you?"" The grasshopper says : ""You mean there's a drink named Irving?"" So which one of you wants to lose your virginity?"
6,11,0611,The Former Life of Brian,2,2,4,4,14,Skip for under 14,"Sex & hookups — I don't know why, but I've always found magic very sexy."
6,12,0612,Long John Peter,1,4,3,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
7,1,0701,1. Love Blactually,3,4,3,4,14,Skip for under 14,"Sex & hookups — You ever had sex that was voluntary? - No, I have not."
7,2,0702,2. I Dream of Jesus,1,3,5,5,16,Heavy — skip for under 16,Sex & hookups — The perfect hand for masturbating.
7,3,0703,3. Road to Germany,1,2,5,5,16,Heavy — skip for under 16,"Nudity & bodies — If they catch me, they'll beat me unmerciful and rub dirt in my ass, neck, and all over my antsy nipples."
7,4,0704,4. Baby Not on Board,1,4,4,4,14,Skip for under 14,"Sex & hookups — I had lots of time to masturbate, which in space, is great."
7,5,0705,5. The Man with Two Brians,3,3,3,3,14,Preview first — about 14+,Sex & hookups — You were masturbating when I came in.
7,6,0706,6. Tales of a Third Grade Nothing,1,4,3,4,14,Skip for under 14,Sex & hookups — Can you use it in a dirty sentence? I like to bring transient hookers to the oak tree where I asphyxiate myself at the same time I'm watching them have sex.
7,7,0707,7. Ocean's Three and a Half,1,4,4,4,14,Skip for under 14,Sex & hookups — That's why I always use a condom.
7,8,0708,8. Family Gay,2,4,4,4,14,Skip for under 14,Sex & hookups — Some of the milk in the fridge is not milk it's horse sperm.
7,9,0709,9. The Juice Is Loose!,3,2,4,4,14,Skip for under 14,Sex & hookups — I dare you to make out with Joe for 15 seconds.
7,10,0710,FOX-y Lady,2,4,4,4,14,Skip for under 14,"Sex & hookups — Lois, if it makes you feel any better, I'm thinking about her every time I masturbate to her."
7,11,0711,Not All Dogs Go to Heaven,3,4,5,5,16,Heavy — skip for under 16,"Sex & hookups — Hey, did you hook up - with Whoopi Goldberg on the show? - All the time."
7,12,0712,420,2,4,3,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
7,13,0713,Stew-Roids,3,5,4,5,16,Heavy — skip for under 16,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
7,14,0714,We Love You Conrad,1,4,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
7,15,0715,Three Kings,3,4,4,4,14,Skip for under 14,"Sex & hookups — He had sex when he was five and committed his first rape when he was 10, rape, of course, being legal in the '50s."
7,16,0716,Peter's Progress,3,4,4,4,14,Skip for under 14,Sex & hookups — I'm so horny.
8,1,0801,1. Road to the Multiverse,1,4,4,4,14,Skip for under 14,"Sex & hookups — Yabba dabba - Rock-Peter? - Yes, Rock-Lois? That was wonderful rock-sex we had last rock-night."
8,2,0802,2. Family Goy,1,4,4,4,14,Skip for under 14,"Sex & hookups — You don't think I know where you've been? How dare you make a fool of me? Did you have sex with that fat kid? Did you? Answer me! Oh, my God."
8,3,0803,3. Spies Reminiscent of Us,1,4,2,4,14,Skip for under 14,"Sex & hookups — Tap me, Quagmire, tap me! Quagmire went to the bank to donate sperm because it's a sperm bank."
8,4,0804,4. Brian's Got a Brand New Bag,1,4,4,4,14,Skip for under 14,"Sex & hookups — Is that your condom? - No! I mean I mean, I wasn't gonna use that on your daughter."
8,5,0805,5. Hannah Banana,3,4,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
8,6,0806,6. Quagmire's Baby,1,4,4,4,14,Skip for under 14,"Sex & hookups — I've never had sex before, and I probably wouldn't have been much good at it."
8,7,0807,7. Jerome Is the New Black,2,3,4,4,14,Skip for under 14,Sex & hookups — Damn it! That son of a bitch! Thinks he can sleep with my wife.
8,8,0808,8. Dog Gone,3,2,5,5,16,Heavy — skip for under 16,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
8,9,0809,9. Business Guy,3,4,4,4,14,Skip for under 14,"Sex & hookups — When was the last time you were raped, murdered and stuffed in a lobster pot? Well, what you waiting for, hm? Come to the Virgin Dutch French Saint Port Croix Lucia Antilles."
8,10,0810,Big Man on Hippocampus,1,5,3,5,16,Heavy — skip for under 16,"Sex & hookups — So, what are your hobbies, Chris? - Masturbating."
8,11,0811,Dial Meg for Murder,3,4,3,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those Good old-fashioned values On which we used to rely?
8,12,0812,Extra Large Medium,1,2,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those Good old-fashioned values On which we used to rely?
8,13,0813,"Go, Stewie, Go!",1,4,4,4,14,Skip for under 14,Sex & hookups — We'll have sex.
8,14,0814,Peter-assment,3,5,4,5,16,Heavy — skip for under 16,Sex & hookups — I know she's gonna make me have sex with her.
8,15,0815,Brian Griffin's House of Payne,2,2,5,5,16,Heavy — skip for under 16,Sex & hookups — You have to sleep with the next guy that walks through that door.
8,16,0816,April in Quahog,3,4,4,4,14,Skip for under 14,Sex & hookups — I've never had sex.
8,17,0817,Brian & Stewie,3,2,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those Good old-fashioned values On which we used to rely?
8,18,0818,Quagmire's Dad,2,5,4,5,16,Heavy — skip for under 16,Sex & hookups — What? What the hell? What's wrong with you? - I had sex with her! - What? - I had sex with her at the Marriott! - Aah! Why?! - I didn't know.
8,19,0819,The Splendid Source,2,4,5,5,16,Heavy — skip for under 16,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those Good old-fashioned values On which we used to rely?
8,20,0820,"Something, Something, Something, Dark Side",3,3,4,4,14,Skip for under 14,"Sex & hookups — Look, how about this? You buy the condenser, and I'll make out with you."
8,21,0821,Partial Terms of Endearment,1,1,1,1,14,Usually fine — about 14+,
9,1,0901,1. And Then There Were Fewer,3,4,4,4,14,Skip for under 14,Nudity & bodies — Explicit body / sex-act language appears in dialogue.
9,2,0902,2. Excellence in Broadcasting,3,3,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those Good old-fashioned values On which we used to rely?
9,3,0903,"3. Welcome Back, Carter",1,4,4,4,14,Skip for under 14,Sex & hookups — And your sirens sound like gay guys having a threesome.
9,4,0904,4. Halloween on Spooner Street,3,4,4,4,14,Skip for under 14,"Sex & hookups — Don't you get it? If we wear our masks and we don't take them off for the whole party, the boys won't know who we are, and we'II have a better chance of hooking up."
9,5,0905,"5. Baby, You Knock Me Out",2,2,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
9,6,0906,6. Brian Writes a Bestseller,1,2,4,4,14,Skip for under 14,Sex & hookups — I've injected him with the Viagra.
9,7,0907,7. Road to the North Pole,3,4,4,4,14,Skip for under 14,Sex & hookups — Let's get those reindeer hooked up and get out of here.
9,8,0908,8. New Kidney in Town,3,3,3,3,14,Preview first — about 14+,Sex & hookups — Let's get you hooked up.
9,9,0909,9. And I'm Joyce Kinney,3,5,4,5,16,Heavy — skip for under 16,"Sex & hookups — And that's why whenever I have sex without protection, I call it, ""Taking a John Chancellor."
9,10,0910,Friends of Peter G,1,3,4,4,14,Skip for under 14,"Sex & hookups — Oh, my God! I wouldn't have sex with Angela! -She's disgusting! - Not when you're drunk, she's not."
9,11,0911,German Guy,1,4,4,4,14,Skip for under 14,Sex & hookups — You paid her to have sex.
9,12,0912,The Hand That Rocks the Wheelchair,3,3,4,4,14,Skip for under 14,Sex & hookups — And go have sex with Quagmire.
9,13,0913,Trading Places,2,4,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
9,14,0914,Tiegs for Two,3,2,4,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
9,15,0915,Brothers & Sisters,1,4,4,4,14,Skip for under 14,Sex & hookups — Like deciding whether or not you're going to have time to masturbate.
9,16,0916,The Big Bang Theory,1,3,4,4,14,Skip for under 14,"Sex & hookups — …Bertram go back this far to get rid of you? Ah, you're forgetting I initially encountered Bertram as a sperm in one of the fat man's balls, so he couldn't get rid of the fat man or any recent ancestor on my…"
9,17,0917,Foreign Affairs,3,3,4,4,14,Skip for under 14,"Sex & hookups — An old Con Ed bill I mean, a new testament of Jesus Christ! Everyone has to sleep with me! -What? -And no dancing! But recent years have also seen many important historical events."
9,18,0918,It's a Trap!,3,2,4,4,14,Skip for under 14,"Sex & hookups — Now, excuse me, I have to make out with my girlfriend."
10,1,1001,1. Lottery Fever,3,4,2,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
10,2,1002,2. Seahorse Seashell Party (2),2,3,4,4,14,Skip for under 14,Sex & hookups — Peter? You come back here! I faked all my orgasms! Hey.
10,3,1003,3. Screams of Silence: The Story of Brenda Q,3,4,3,4,14,Skip for under 14,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
10,4,1004,4. Stewie Goes for a Drive,3,2,3,3,14,Preview first — about 14+,"Sex & hookups — Why would any man dress well, groom himself and lift weights just to sleep with other men? He's not gay."
10,5,1005,5. Back to the Pilot,3,2,3,3,14,Preview first — about 14+,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
10,6,1006,6. Thanksgiving,1,4,2,4,14,Skip for under 14,"Sex & hookups — How could you do that?! Coward! Traitor! If you think that I'm gonna masturbate after this tonight, you're right."
10,7,1007,7. Amish Guy,1,3,4,4,14,Skip for under 14,"Sex & hookups — Uh, preferably one where I have to sleep with my bag taped to my body."
10,8,1008,8. Cool Hand Peter,3,2,3,3,14,Preview first — about 14+,Sex & hookups — It seems today that all you see Is violence in movies and sex on TV But where are those good old-fashioned values On which we used to rely?
10,9,1009,9. Grumpy Old Man,1,5,4,5,16,Heavy — skip for under 16,Sex & hookups — I can't even get any sleep with him here.
10,10,1010,Quagmire & Meg,1,4,3,4,14,Skip for under 14,"Sex & hookups — Well, she may not plan on sleeping with him, but you don't know how smooth Quagmire is, Lois."
