season,episode,code,title,violence,sex,language,overall,age,verdict,example_1
2,2,0202,The Codpiece Topology,1,3,1,3,10,Preview first — about 10+,"Sex & hookups — Sheldon: “It’s not hard. It’s simple. You can either sit with me, your friend, colleague and roommate, or you can sit with an overrated scientist you might have sex with.”"
2,3,0203,The Barbarian Sublimation,1,3,1,3,10,Preview first — about 10+,"Sex & hookups — Penny: “…got a single acting job, I have accomplished nothing, haven’t gotten a raise at work, haven’t even had sex in six months, and just now when I was walking up those stairs a fly flew in my mouth and I ate it.”"
2,4,0204,The Griffin Equivalency,3,1,2,3,10,Preview first — about 10+,"Violence & injury — Sheldon: “Uh, for the record, it could kill us to meet new people. They could be murderers, or the carriers of unusual pathogens, and I’m not insane, my mother had me tested.”"
2,5,0205,The Euclid Alternative,1,1,2,2,10,Mild — okay from about 10+,"Homophobic jokes — Sheldon: “Well, no, no, I’m not going to go so far as to say that I represent a distinct new stage in humankind, you know, a Homo Novus, if you will, no, that’s for anthropologists to decide.”"
2,6,0206,The Cooper-Nowitzki Theorem,1,1,1,1,10,Usually fine — about 10+,
2,8,0208,The Lizard-Spock Expansion,1,1,3,3,10,Preview first — about 10+,Swearing — Howard: “Son of a bitch.”
2,9,0209,The White Asparagus Triangulation,2,1,2,2,10,Mild — okay from about 10+,"Sex & hookups — Sheldon: “Oh, good, I used that right. Anyway, you’re aware that Leonard has entered into a new romantic relationship which includes a sexual component?”"
2,10,0210,The Vartabedian Conundrum,1,3,1,3,10,Preview first — about 10+,"Sex & hookups — Penny: “You had sex, didn’t you?”"
2,11,0211,The Bath Item Gift Hypothesis,3,4,1,4,13,Skip for under 13,Nudity & bodies — Penny: “Because a smart guy takes the nude photos of his wife off his cell phone before he tries to take nude photos of his girlfriend.”
2,12,0212,The Killer Robot Instability,2,2,2,2,10,Mild — okay from about 10+,"Sex & hookups — Penny: “It’s not sexy to stare at my ass and say, “Ooh, it must be jelly ’cause jam don’t shake like that.” And most important, we are not dancing a tango, we’re not to’ing and fro’ing.”"
2,13,0213,The Friendship Algorithm,1,1,1,1,10,Usually fine — about 10+,Alcohol & drugs — Raj: “Really? I once saw him shopping at Ralph’s. He was buying tequila.”
2,14,0214,The Financial Permeability,2,2,2,2,10,Mild — okay from about 10+,Sex & hookups — Leonard: “Penny’s hooking up with her jerk of an ex-boyfriend and I have indelible ink on my forehead!”
2,15,0215,The Maternal Capacitance,1,4,1,4,13,Skip for under 13,Sex & hookups — Leonard: “I don’t know. Foreplay?”
2,16,0216,The Cushion Saturation,3,3,2,3,10,Preview first — about 10+,"Sex & hookups — Howard: “Court-martial, schmort-martial, Leslie Winkle is the fifth girl I’ve ever had sex with. I mean, for free.”"
2,17,0217,The Terminator Decoupling,1,1,2,2,10,Mild — okay from about 10+,"Sex & hookups — Howard: “No, no, no, that always creeps girls out. I need to come up with something that’s funny, smart and delicately suggests that my sexual endowment is disproportionate to my physical stature.”"
2,18,0218,The Work Song Nanocluster,2,4,3,4,13,Skip for under 13,"Nudity & bodies — Leonard: “Believe me, Howard, any girl who would be willing to play that, you don’t want to see naked.”"
2,19,0219,The Dead Hooker Juxtaposition,1,2,3,3,10,Preview first — about 10+,"Sex & hookups — Penny: “Not with a thousand condoms, Howard.”"
2,20,0220,The Hofstadter Isotope,1,3,3,3,10,Preview first — about 10+,"Sex & hookups — Howard: “I’m a horny engineer, Leonard. I never joke about math or sex.”"
2,21,0221,The Vegas Renormalization,1,5,2,5,16,Heavy — skip for under 16,"Sex & hookups — Leonard: “No. Look, imagine you maintained a friendship with someone you had sex with, but you were free to date whoever you wanted.”"
2,22,0222,The Classified Materials Turbulence,1,1,3,3,10,Preview first — about 10+,Sex & hookups — Raj: “You’re paying? Have you been selling your sperm again?”
2,23,0223,The Monopolar Expedition,1,1,2,2,10,Mild — okay from about 10+,"Nudity & bodies — Leonard: “Oh, well, it all happened kind of fast, and we had to get physicals and buy thermal underwear and study up on, you know, snow and stuff. Sorry, I was gonna tell you.”"
3,1,0301,The Electric Can Opener Fluctuation,1,2,2,2,10,Mild — okay from about 10+,Sex & hookups — Leonard: “You know how they say when friends have sex it can get weird?”
3,2,0302,The Jiminy Conjecture,1,4,2,4,13,Skip for under 13,"Sex & hookups — Raj: “Yeah, but since you and Penny finally hooked up, we thought you two would be having bouncy naked yum-yum night.”"
3,3,0303,The Gothowitz Deviation,2,3,1,3,10,Preview first — about 10+,Sex & hookups — Howard: “Did you bring the black condoms?”
3,4,0304,The Pirate Solution,2,3,1,3,10,Preview first — about 10+,"Sex & hookups — Penny: “Leonard, honey, you don’t have to say thank you every time we have sex.”"
3,5,0305,The Creepy Candy Coating Corollary,3,2,2,3,10,Preview first — about 10+,Sex & hookups — Bernadette: “That’s nothing. I couldn’t ride a bicycle ’cause my mother was afraid I’d hit a bump and lose my virginity.”
3,6,0306,The Cornhusker Vortex,1,1,2,2,10,Mild — okay from about 10+,Swearing — Raj: “Son of a bitch.”
3,7,0307,The Guitarist Amplification,1,1,2,2,10,Mild — okay from about 10+,"Nudity & bodies — Leonard: “Okay, not to be pedantic, but the last I checked went out was in fact the past tense of going out, which I think we all know is a popular euphemism for saw each other naked.”"
3,8,0308,The Adhesive Duck Deficiency,1,3,2,3,10,Preview first — about 10+,Sex & hookups — Raj: “Big deal. Every time I watch that show it’s old women putting condoms on cucumbers.”
3,9,0309,The Vengeance Formulation,1,4,1,4,13,Skip for under 13,"Sex & hookups — Katee Sackhoff: “Thanks, Howard. Always nice to be part of your masturbatory fantasies.”"
3,10,0310,The Gorilla Experiment,1,2,2,2,10,Mild — okay from about 10+,"Nudity & bodies — Howard: “I didn’t say anything like that. I said Leonard has to ask my permission. (Bernadette storms out) Come on, I don’t want to eat lamb stew with my mother. Damn, I was this close on the bra.”"
3,11,0311,The Maternal Congruence,1,4,3,4,13,Skip for under 13,"Sex & hookups — Beverley: “Although, I will point out, Leonard, that I am a trained psychiatrist and you are exhibiting the same secretive behavioural tics that accompanied your learning to masturbate.”"
3,12,0312,The Psychic Vortex,1,3,2,3,10,Preview first — about 10+,Sex & hookups — Leonard: “Don’t worry. We’re planning to have sex right on the salad bar.”
3,13,0313,The Bozeman Reaction,1,1,2,2,10,Mild — okay from about 10+,Alcohol & drugs — Sheldon: “I see you’re drinking wine.”
3,14,0314,The Einstein Approximation,1,1,2,2,10,Mild — okay from about 10+,Alcohol & drugs — Sheldon: “Beer-battered fish and chips.”
3,15,0315,The Large Hadron Collision,2,4,1,4,13,Skip for under 13,"Sex & hookups — Raj: “Fine, tell us you’re going to have sex with Penny.”"
3,16,0316,The Excelsior Acquisition,1,1,2,2,10,Mild — okay from about 10+,"Nudity & bodies — Howard: “Yeah, right, there’s nothing more awesome and frightening than a man who’s got music blasting from between his nipples.”"
3,17,0317,The Precious Fragmentation,3,4,2,4,13,Skip for under 13,Sex & hookups — Raj: “Think about this. The only way your mother was born was your Meemaw had sex.”
3,18,0318,The Pants Alternative,2,3,2,3,10,Preview first — about 10+,"Sex & hookups — Raj: “Okay in Avatar when they have sex in Pandora they hook up their ponytails, so we know their ponytails are like their junk.”"
3,19,0319,The Wheaton Recurrence,1,4,1,4,13,Skip for under 13,Nudity & bodies — Explicit body / sex-act language appears in dialogue.
3,20,0320,The Spaghetti Catalyst,1,3,2,3,10,Preview first — about 10+,Sex & hookups — Raj: “I haven’t had sex in a year.”
3,21,0321,The Plimpton Stimulation,1,3,2,3,10,Preview first — about 10+,"Sex & hookups — Penny: “You know what? It’s, it’s none of my business. If you want to sleep with Sheldon’s doctor buddy right after we stopped seeing each other, go for it.”"
3,22,0322,The Staircase Implementation,1,1,2,2,10,Mild — okay from about 10+,"Alcohol & drugs — Past Sheldon: “I assure you, you’ll be sorry you wasted your money on an iPod when Microsoft comes out with theirs.”"
3,23,0323,The Lunar Excitation,2,3,3,3,10,Preview first — about 10+,Sex & hookups — Penny: “We’re gonna have sex.”
4,1,0401,The Robotic Manipulation,2,4,2,4,13,Skip for under 13,Sex & hookups — Amy: “Does volunteering for a scientific experiment in which orgasm was achieved by electronically stimulating the pleasure centres of the brain count?”
4,2,0402,The Cruciferous Vegetable Amplification,3,1,2,3,10,Preview first — about 10+,"Nudity & bodies — Penny: “So, either one of you weirdos want to buy my underwear? Only fourteen hundred bucks.”"
4,3,0403,The Zazzy Substitution,1,1,3,3,10,Preview first — about 10+,"Swearing — Raj: “Ooh, somebody’s been taking bitchy pills.”"
4,4,0404,The Hot Troll Deviation,2,3,3,3,10,Preview first — about 10+,"Sex & hookups — Howard: “Well, did you know that the characters in the game can have sex with each other?”"
4,5,0405,The Desperation Emanation,1,4,3,4,13,Skip for under 13,"Sex & hookups — Stuart: “Not really. She’s horrible. When she wants to have sex, she puts on her plus-size Wonder Woman costume and shouts who wants to take a ride in my invisible plane?”"
4,6,0406,The Irish Pub Formulation,1,1,1,1,10,Usually fine — about 10+,"Alcohol & drugs — Sheldon: “Don’t listen to him, he’s still light headed from all the Irish whiskey and pickled eggs in his system.”"
4,7,0407,The Apology Insufficiency,1,2,1,2,10,Mild — okay from about 10+,Sex & hookups — Sheldon: “Sex on the Beach.”
4,8,0408,The 21-Second Excitation,1,1,2,2,10,Mild — okay from about 10+,"Swearing — Theatre staff: “‘Cause I’m the petty functionary with the clipboard, bitch.”"
4,9,0409,The Boyfriend Complexity,1,1,2,2,10,Mild — okay from about 10+,"Alcohol & drugs — Howard: “I did it with you when we rented The Notebook. (Raj whispers) Yes, Gena Rowlands is a treasure. You’d better open up that bottle of wine or I’m gonna end up with swimmer’s ear.”"
4,10,0410,The Alien Parasite Hypothesis,1,3,2,3,10,Preview first — about 10+,Sex & hookups — Sheldon: “Forget science. She’s horny.”
4,11,0411,The Justice League Recombination,2,4,2,4,13,Skip for under 13,"Sex & hookups — Howard: “You got her to have sex with you. Obviously, your superpower is brainwashing.”"
4,12,0412,The Bus Pants Utilization,1,2,2,2,10,Mild — okay from about 10+,Sex & hookups — Howard: “What’s that? Some weird sex thing?”
4,13,0413,The Love Car Displacement,1,4,2,4,13,Skip for under 13,"Sex & hookups — Penny: “Oh, don’t feel bad. I never read Leonard’s, and I used to sleep with him.”"
4,14,0414,The Thespian Catalyst,2,3,1,3,10,Preview first — about 10+,Sex & hookups — Penny: “Probably. I’m just enjoying the foreplay. Does this mean you are done mocking my acting career?”
4,15,0415,The Benefactor Factor,1,4,2,4,13,Skip for under 13,Sex & hookups — Howard: “Wait-wait-wait. Are you telling us that old lady wanted to have sex with you in exchange for giving your department millions of dollars?”
4,16,0416,The Cohabitation Formulation,1,4,2,4,13,Skip for under 13,"Sex & hookups — Mrs Wolowitz: “I know what that means, I watch Dr. Phil. I hope to God you used a condom!”"
4,17,0417,The Toast Derivation,3,2,2,3,10,Preview first — about 10+,"Sex & hookups — Penny: “Okay, let’s go through this one more time. Just because Leonard has a new girlfriend does not mean I need to go out and hook up with some guy.”"
4,18,0418,The Prestidigitation Approximation,2,2,2,2,10,Mild — okay from about 10+,Sex & hookups — Penny: “I’m not going out with him. He can sleep with whoever he wants.”
4,19,0419,The Zarnecki Incursion,2,2,3,3,10,Preview first — about 10+,"Sex & hookups — Raj: “Okay, I see where this is going. Fine, I’ll have sex with him.”"
4,20,0420,The Herb Garden Germination,2,3,3,3,10,Preview first — about 10+,Sex & hookups — Amy: “Yes. He looks much cooler than the non-smoking monkeys. Although it’s not much of a contest. The other monkeys just sit around and masturbate.”
4,21,0421,The Agreement Dissection,1,2,2,2,10,Mild — okay from about 10+,"Sex & hookups — Leonard: “No offence, but shower sex with you is now the second best thing that’s happened today.”"
4,22,0422,The Wildebeest Implementation,2,4,3,4,13,Skip for under 13,Sex & hookups — Raj: “I have to feel sorry for myself. I’m the only one who cares. Just like I’m the only one who’ll have sex with me.”
4,23,0423,The Engagement Reaction,1,2,3,3,10,Preview first — about 10+,Sex & hookups — Bernadette: “Howard’s mother had a heart attack because I have sex with him and she can’t.”
4,24,0424,The Roommate Transmogrification,2,2,2,2,10,Mild — okay from about 10+,Sex & hookups — Raj: “Leonard’s having astronomically inaccurate Star Trek sex with my sister.”
5,1,0501,The Skank Reflex Analysis,1,4,4,4,13,Skip for under 13,"Sex & hookups — Raj: “Well, uh, as your friend, you might like to know that, um, we didn’t have sex in the conventional sense.”"
5,2,0502,The Infestation Hypothesis,1,3,1,3,10,Preview first — about 10+,"Sex & hookups — Howard: “Are you insane? With high-speed Internet, you have at your fingertips the greatest advancement in the field of sex since the invention of the washcloth.”"
5,3,0503,The Pulled Groin Extrapolation,1,4,2,4,13,Skip for under 13,"Sex & hookups — Amy: “Why shouldn’t they be? They have a feverish night of socially-approved copulation ahead of them. In some cultures, we’d stand outside of their bedroom cheering as they achieved orgasm.”"
5,4,0504,The Wiggly Finger Catalyst,1,3,2,3,10,Preview first — about 10+,"Sex & hookups — Raj: “Mmm. Oh, cheesecake, you’re just as good as a woman, even though I can’t have sex with you.”"
5,5,0505,The Russian Rocket Reaction,3,3,1,3,10,Preview first — about 10+,"Sex & hookups — Brent Spiner: “Oh, wow. I haven’t seen one of these in years. (Rips open action figure packaging) Remember how we used to make these things look like they were masturbating?”"
5,6,0506,The Rhinitis Revelation,1,1,1,1,10,Usually fine — about 10+,"Violence & injury — Mrs Cooper: “Oh, it is a hoot and a half. You write your sins on a clay pigeon, they fire ’em up in the air, and you pulverize them with a 12-gauge shotgun full of our Lord’s forgiveness.”"
5,7,0507,The Good Guy Fluctuation,2,4,2,4,13,Skip for under 13,"Sex & hookups — Leonard: “Here’s the thing, I, I’m not one of those guys who sneaks around and sleeps with more than one woman.”"
5,8,0508,The Isolation Permutation,2,3,2,3,10,Preview first — about 10+,"Sex & hookups — Amy: “What? Wait, is this some kind of practical joke? Like in Norway, when my friends trapped me in a sauna with a horny otter?”"
5,9,0509,The Ornithophobia Diffusion,2,3,2,3,10,Preview first — about 10+,"Sex & hookups — Leonard: “Yes, I do. The only reason I went is because you wanted to see them, and I wanted to have sex. To this day, I can’t see a Sandra Bullock movie poster without getting both bored and aroused.”"
5,10,0510,The Flaming Spittoon Acquisition,2,2,2,2,10,Mild — okay from about 10+,Sex & hookups — Howard: “Wait a minute. Are you telling me that Sheldon’s patented blend of condescension and no sex isn’t enough to hold on to a woman?”
5,11,0511,The Speckerman Recurrence,2,3,3,3,10,Preview first — about 10+,"Sex & hookups — Leonard: “You know, pick on someone your own size, you did not have sex with my mother, and yes, I do know why I’m hitting myself.””"
5,13,0513,The Recombination Hypothesis,2,3,2,3,10,Preview first — about 10+,Sex & hookups — Bernadette: “Do you think you’ll sleep with him tonight?”
5,14,0514,The Beta Test Initiation,1,2,1,2,10,Mild — okay from about 10+,Sex & hookups — Penny: “You see me all the time. You sure you just don’t miss the sex?”
5,15,0515,The Friendship Contraction,2,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Penny: “You know, in Girl Scouts, Tammie Dinisha said you could do that with panty hose. Boy, was she wrong. Anyway, you want to make out?”"
5,16,0516,The Vacation Solution,3,2,2,3,10,Preview first — about 10+,"Sex & hookups — Bernadette: “I don’t know, I don’t want to manipulate him with sex.”"
5,17,0517,The Rothman Disintegration,1,4,2,4,13,Skip for under 13,Nudity & bodies — Explicit body / sex-act language appears in dialogue.
5,18,0518,The Werewolf Transformation,1,2,2,2,10,Mild — okay from about 10+,Sex & hookups — Amy: “I think you might look sexy with long hair.”
5,19,0519,The Weekend Vortex,1,3,2,3,10,Preview first — about 10+,"Sex & hookups — Penny: “Well, sickly is the new sexy.”"
5,20,0520,The Transporter Malfunction,2,4,2,4,13,Skip for under 13,"Sex & hookups — Raj: “Oh, no, no, I get a say in it. But I’m sure whoever shows up will be better company than a threesome I’ve been having with Aunt Jemima and Mrs Butterworth.”"
5,21,0521,The Hawking Excitation,1,2,2,2,10,Mild — okay from about 10+,"Sex & hookups — Howard: “It’s not her fault. She’s getting hormone replacement therapy. Makes her crazy horny. Check this out, I got Sheldon to wear the French maid’s costume.”"
5,22,0522,The Stag Convergence,1,4,2,4,13,Skip for under 13,"Sex & hookups — Raj: “The only threesome I’ve ever had in my life, and I’m proud to say it was with this man right here.”"
5,23,0523,The Launch Acceleration,2,2,2,2,10,Mild — okay from about 10+,Sex & hookups — Penny: “Who says something like that right in the middle of sex?”
5,24,0524,The Countdown Reflection,1,1,2,2,10,Mild — okay from about 10+,"Sex & hookups — Amy: “I love his eidetic memory, it’s so sexy. Sheldon, what are the ingredients in Pringles?”"
6,1,0601,The Date Night Variable,1,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Penny: “Uh, I don’t know, it’s still kind of weird. We haven’t really recovered since he proposed to me in the middle of sex.”"
6,2,0602,The Decoupling Fluctuation,1,1,1,1,10,Usually fine — about 10+,"Sex & hookups — Bernadette: “Oh, that’s not really a fair comparison. I’m basically married to a sexy Buzz Lightyear.”"
6,3,0603,The Higgs Boson Observation,1,4,1,4,13,Skip for under 13,"Sex & hookups — Howard: “Okay, okay. What am I doing? I’m using up all the oxygen. If I die, promise you’ll never have sex with another man.”"
6,4,0604,The Re-Entry Minimization,1,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Raj: “Wait, your, your mother is sleeping with your dentist?”"
6,5,0605,The Holographic Excitation,1,5,1,5,16,Heavy — skip for under 16,"Sex & hookups — Amy: “No. There are certain things that say to the world, I have a boyfriend, and he’s not made up. Matching costumes, hickeys and sex tapes. Pick one.”"
6,6,0606,The Extract Obliteration,1,2,3,3,10,Preview first — about 10+,"Sex & hookups — Penny: “Thank you. Now behave yourself and eat your dinner. Maybe later, if you’re lucky, you get to sleep with a college girl.”"
6,7,0607,The Habitation Configuration,1,2,2,2,10,Mild — okay from about 10+,Nudity & bodies — Howard: “There’s some underwear in the hamper.”
6,8,0608,The 43 Peculiarity,2,1,2,2,10,Mild — okay from about 10+,"Sex & hookups — Sheldon: “While unlikely, it’s still a statistical possibility. She might be performing sexual acts with him and not even know it.”"
6,9,0609,The Parking Spot Escalation,2,4,2,4,13,Skip for under 13,"Sex & hookups — Bernadette: “I don’t have to take this. I’m gonna go home and have sex with my husband right now. Maybe I’ll let him do it to me in the parking spot. Which sounds dirty, but I didn’t mean it that way,”"
6,10,0610,The Fish Guts Displacement,3,2,1,3,10,Preview first — about 10+,"Sex & hookups — Sheldon: “I can think of many things Spider-Man can’t do that a spider can. One, crawl in your ear and die. Two, legally leave Guatemala without a passport. Three, have sex with a spider.”"
6,11,0611,The Santa Simulation,3,3,2,3,10,Preview first — about 10+,"Sex & hookups — Penny: “Okay, wait, are we talking one-night stand or do we want to get him into a relationship?”"
6,12,0612,The Egg Salad Equivalency,1,3,3,3,10,Preview first — about 10+,"Sex & hookups — Sheldon: “Well, that’s not acceptable. I mean, I’m her boss. She needs to be solely focused on my needs, not distracted by your pasty, androgynous brand of sexuality.”"
6,13,0613,The Bakersfield Expedition,1,1,3,3,10,Preview first — about 10+,Sex & hookups — Raj: “Now let’s do some sexy glamour shots.”
6,14,0614,The Cooper/Kripke Inversion,1,3,2,3,10,Preview first — about 10+,"Sex & hookups — Bernadette: “No, here’s how love works. You’re gonna return the machine, or you can print out a working set of lady parts and sleep with those. Oh, my God! Are you actually thinking about it?”"
6,15,0615,The Spoiler Alert Segmentation,2,1,3,3,10,Preview first — about 10+,"Nudity & bodies — Raj: “I’m trapped. My clothes have been in the laundry all day, and she hid my keys. I think they might be in her bra, because she jingles when she walks. What do I do?”"
6,16,0616,The Tangible Affection Proof,1,2,3,3,10,Preview first — about 10+,Sex & hookups — Leonard: “Sorry. Maybe next year. I’m just kidding. Romance ninja. Let’s have sex. Waugh!”
6,17,0617,The Monster Isolation,1,2,1,2,10,Mild — okay from about 10+,Sex & hookups — Raj: “(Girl can be seen sneaking past window and leaving) I should have bought condoms.”
6,18,0618,The Contractual Obligation Implementation,2,3,2,3,10,Preview first — about 10+,Sex & hookups — Raj: “I’m counting that as foreplay.”
6,19,0619,The Closet Reconfiguration,1,2,2,2,10,Mild — okay from about 10+,"Sex & hookups — Howard: “Oh, honey, I am in no mood to have sex tonight. I’ll lay there if you absolutely have to have it, but… Oh. What are you guys doing here?”"
6,20,0620,The Tenure Turbulence,3,2,1,3,10,Preview first — about 10+,Sex & hookups — Sheldon: “My primary concern with being granted tenure is living with an insanely jealous roommate after the fact. I might need to sleep with a gun under my pillow. Or a chainsaw.”
6,21,0621,The Closure Alternative,1,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Howard: “However long you think the foreplay should be, triple it.”"
6,22,0622,The Proton Resurgence,1,1,2,2,10,Mild — okay from about 10+,"Swearing — Howard: “Of course we can. Especially if our baby’s as calm and quiet as little Cinna… Son of a bitch, she’s gone.”"
6,23,0623,The Love Spell Potential,3,3,1,3,10,Preview first — about 10+,"Sex & hookups — Howard: “Come on, are we gonna sit around chatting like a bunch of teenage girls, or are we gonna play D&D like a bunch of teenage boys who are never gonna have sex with those teenage girls?”"
6,24,0624,The Bon Voyage Reaction,1,1,2,2,10,Mild — okay from about 10+,"Alcohol & drugs — Leonard: “There’s beer in the fridge. Anyway, you guys really don’t need to make a big deal.”"
7,1,0701,The Hofstadter Insufficiency,1,2,1,2,10,Mild — okay from about 10+,Sex & hookups — Amy: “Your brainy virgin kind of sounds like Sheldon.”
7,2,0702,The Deception Verification,1,2,2,2,10,Mild — okay from about 10+,"Sex & hookups — Howard: “Sex? Really? I mean, that’s just your solution to everything.”"
7,3,0703,The Scavenger Vortex,3,1,2,3,10,Preview first — about 10+,"Violence & injury — Raj: “So, couldn’t help but notice none of you RSVP’d to my murder mystery dinner party.”"
7,4,0704,The Raiders Minimization,1,4,1,4,13,Skip for under 13,"Sex & hookups — Leonard: “There, there’s chapters about potty training, and bed-wetting and masturbation. Basically, if something came out of me, she wrote about it. You know what? Do whatever you want, just don’t talk to me about it.”"
7,5,0705,The Workplace Proximity,1,1,1,1,10,Usually fine — about 10+,
7,6,0706,The Romance Resonance,2,2,3,3,10,Preview first — about 10+,Sex & hookups — Leonard: “Sex doesn’t count.”
7,7,0707,The Proton Displacement,1,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Amy: “They’re gonna have sex before Sheldon and I do, I know it.”"
7,8,0708,The Itchy Brain Simulation,1,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Howard: “…has so little self-respect and is so desperate for the smallest crumb of affection, she could literally sleep with his own father in his own bed and post the video to YouTube, and he’d still buy her flowers and ask her…”"
7,9,0709,The Thanksgiving Decoupling,1,4,2,4,13,Skip for under 13,Sex & hookups — Howard: “Sounds like Zack’s the victim. You’re sleeping with his wife.”
7,10,0710,The Discovery Dissipation,1,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Sheldon: “Oh, everything is just sex with you isn’t it?”"
7,11,0711,The Cooper Extraction,2,2,1,2,10,Mild — okay from about 10+,"Nudity & bodies — Sheldon: “Well, I never told you about my brother’s kidney stone. You want to hear about everything that comes out of my family’s genitals?”"
7,12,0712,The Hesitation Ramification,1,1,1,1,10,Usually fine — about 10+,"Sex & hookups — Howard: “Please, I’ve made plenty of girls laugh, sometimes just by asking them out. (Bernadette laughs uncontrollably) Yeah? Well, I fake my orgasms.”"
7,13,0713,The Occupation Recalibration,1,1,2,2,10,Mild — okay from about 10+,Nudity & bodies — Sheldon: “I’ve read that there are great yogis who have such mastery over their bodies they can draw water in through their genitals.”
7,14,0714,The Convention Conundrum,1,4,2,4,13,Skip for under 13,"Sex & hookups — Penny: “Okay, sex is not what makes you a grown-up.”"
7,15,0715,The Locomotive Manipulation,1,3,2,3,10,Preview first — about 10+,"Sex & hookups — Raj: “Thank you. Oh, and I’d like for at least one of us to see some action, so if you guys happen to have sex, it’s cool if she stays in the room.”"
7,17,0717,The Friendship Turbulence,2,2,2,2,10,Mild — okay from about 10+,"Sex & hookups — Raj: “Thank you. That was the closest I’ve come to sex in, like, two years.”"
7,18,0718,The Mommy Observation,3,4,2,4,13,Skip for under 13,Sex & hookups — Howard: “While you confront your mother about her sex life? I’d rather go back to that bar in ass-less chaps.”
7,19,0719,The Indecision Amalgamation,1,2,2,2,10,Mild — okay from about 10+,"Sex & hookups — Penny: “Unless you’re sleeping with one of them, seeing other people isn’t a big deal.”"
7,20,0720,The Relationship Diremption,1,2,1,2,10,Mild — okay from about 10+,Sex & hookups — Howard: “Only without the sex.”
7,21,0721,The Anything Can Happen Recurrence,2,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Howard: “Let me get this straight. So, he kills this girl’s father, cuts off the guy’s face, and is wearing it as a mask while he makes out with her.”"
7,22,0722,The Proton Transmogrification,1,2,3,3,10,Preview first — about 10+,"Sex & hookups — Sheldon: “If we were in a physical relationship, you just lost sex tonight.”"
